@RELATION 'Onset events in 3000'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
3.370785,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
3.707863,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
4.044942,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
4.38202,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
4.719099,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
5.056177,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
5.393256,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+57,+62,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
5.730334,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
6.067413,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
6.404491,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
6.74157,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+51]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
7.078648,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
7.415727,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
7.752805,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
8.089884,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+57,+62,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
8.426962,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+51]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
8.764041,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
9.101119,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
9.438198,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+58]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
9.775276,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
10.112355,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
10.449433,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+53]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
10.786512,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+55,+60,+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+53]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
11.12359,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[55,60,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
11.460669,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[55,60,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+63]','[]','[]'
11.797747,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
12.134826,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[55,60,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
12.471904,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+51]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
12.808983,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[55,60,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+63]','[]','[]'
13.146061,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
13.48314,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+58,+62,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+58]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
13.820218,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
14.157297,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
14.494375,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+51]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
14.831454,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
15.168532,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+58]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
15.505611,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
15.842689,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
16.179768,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+55,+58,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+58]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
16.516846,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+53]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
16.853924,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
17.191004,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
17.528082,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
17.86516,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
18.20224,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+58]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
18.539316,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
18.876396,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+57,+62,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+58]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
19.213474,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
19.550552,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
19.887632,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
20.22471,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
20.561789,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
20.898869,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+58]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
21.235945,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+53]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
21.573025,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+55,+58,+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+53]','[]','[]','[]','[]','[]','[]','[+63]','[]','[]'
21.910103,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[55,58,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
22.24718,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[55,58,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
22.58426,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
22.921337,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[55,58,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+63]','[]','[]'
23.258415,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
23.595495,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[55,58,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
23.932571,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
24.269651,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+58,+62,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
24.60673,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
24.943808,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
25.280888,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[60]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
25.617966,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
25.955044,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
26.292124,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
26.6292,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[60]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
26.96628,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+55,+58,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
27.303358,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
27.640436,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
27.977516,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
28.314594,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+51]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]'
28.651672,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[51]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
28.988752,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
29.325829,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
29.662909,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+57,+60,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+53]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
29.999987,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
30.337065,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
30.674145,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
31.011223,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+51]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
31.3483,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
31.68538,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
32.022457,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
32.359535,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+57,+60,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
32.696613,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
33.03369,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
33.370773,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+53]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
33.707848,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[+58,+62,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]'
34.04493,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
34.382008,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]'
34.719086,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
35.056164,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+59]','[]','[+57,+60,+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
35.39324,'[]','[]','[]','[]','[]','[]','[]','[]','[+35]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
35.73032,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]'
36.0674,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]'
36.40448,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]'
