@RELATION 'Onset events in 0758'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
2.521005,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[+62]','[]','[64,68,73]','[]','[]'
2.773105,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[+54]','[]','[64,68,73]','[]','[]'
3.025206,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[+56]','[]','[64,68,73]','[]','[]'
3.277306,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[56]','[]','[64,68,73]','[]','[]'
3.529407,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[+54]','[]','[64,68,73]','[]','[]'
3.781507,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[+64]','[]','[64,68,73]','[]','[]'
4.033608,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[+56]','[]','[+64,+69,+73]','[]','[]'
4.285708,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
4.537809,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[+57]','[]','[64,69,73]','[]','[]'
4.789909,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[+54]','[]','[64,69,73]','[]','[]'
5.04201,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[+57]','[]','[64,69,73]','[]','[]'
5.29411,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[57]','[]','[64,69,73]','[]','[]'
5.546211,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
5.798311,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
6.050412,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[+38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[+56]','[]','[+66,+69,+74]','[]','[]'
6.302512,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+66]','[]','[]','[]','[56]','[]','[66,69,74]','[]','[]'
6.554613,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[+56]','[]','[66,69,74]','[]','[]'
6.806713,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+66]','[]','[]','[]','[+54]','[]','[66,69,74]','[]','[]'
7.058814,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[+40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[+64]','[]','[+64,+68,+71]','[]','[]'
7.310914,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[+57]','[]','[64,68,71]','[]','[]'
7.563015,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[+57]','[]','[64,68,71]','[]','[]'
7.815115,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[+59]','[]','[64,68,71]','[]','[]'
8.067216,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[+38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[+66,+69,+74]','[]','[]'
8.319316,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[66,69,74]','[]','[]'
8.571417,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[+59]','[]','[66,69,74]','[]','[]'
8.823517,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+66]','[]','[]','[]','[+64]','[]','[66,69,74]','[]','[]'
9.075618,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[+57]','[]','[66,69,74]','[]','[]'
9.327718,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+66]','[]','[]','[]','[57]','[]','[66,69,74]','[]','[]'
9.579819,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[+54]','[]','[66,69,74]','[]','[]'
9.831919,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+66]','[]','[]','[]','[+61]','[]','[66,69,74]','[]','[]'
10.08402,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[+57]','[]','[+64,+69,+73]','[]','[]'
10.33612,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[57]','[]','[64,69,73]','[]','[]'
10.588221,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[57]','[]','[64,69,73]','[]','[]'
10.840321,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[57]','[]','[64,69,73]','[]','[]'
11.092422,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
11.344522,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
11.596623,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
11.848723,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
12.100824,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+44]','[+43]','[]','[+55,+59,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+72]','[]','[]','[]','[]','[]','[]','[]'
12.352924,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[72]','[]','[]','[]','[]','[]','[]','[]'
12.605025,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]'
12.857125,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]'
13.109226,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]','[]','[]','[]','[]'
13.361326,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.613427,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]'
13.865527,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.117628,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+44]','[+43]','[]','[+55,+59,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]'
14.369728,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[71]','[]','[]','[]','[]','[]','[]','[]'
14.621829,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]','[]','[]','[]','[]'
14.873929,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.12603,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+72]','[]','[]','[]','[]','[]','[]','[]'
15.37813,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.630231,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]'
15.882331,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]'
16.134432,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+44]','[+40]','[]','[+55,+59,+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]','[]','[]','[]','[]'
16.386532,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[40]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+72]','[]','[]','[]','[]','[]','[]','[]'
16.638634,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[40]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]'
16.890732,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[40]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[65]','[]','[]','[]','[]','[]','[]','[]'
17.142834,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[40]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]','[]','[]','[]','[]'
17.394934,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[40]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]'
17.647036,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[40]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]'
17.899136,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[40]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.151236,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+44]','[+38]','[]','[+53,+57,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+72]','[]','[]','[]','[]','[]','[]','[]'
18.403336,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[38]','[]','[53,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.655436,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[38]','[]','[53,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]'
18.907536,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[38]','[]','[53,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]'
19.159637,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[+41]','[]','[+53,+57,+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]','[]','[]','[]','[]'
19.411737,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[41]','[]','[53,57,60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[74]','[]','[]','[]','[]','[]','[]','[]'
19.66384,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[41]','[]','[53,57,60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]'
19.91594,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[41]','[]','[53,57,60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[71]','[]','[]','[]','[]','[]','[]','[]'
20.16804,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+44]','[+43]','[]','[+55,+59,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]'
20.42014,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.67224,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]','[]','[]','[]','[]'
20.92434,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[74]','[]','[]','[]','[]','[]','[]','[]'
21.176441,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+72]','[]','[]','[]','[]','[]','[]','[]'
21.428541,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]'
21.680643,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]'
21.932743,'[]','[]','[]','[]','[]','[]','[]','[]','[+44]','[43]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]'
22.184843,'[]','[]','[]','[]','[]','[]','[]','[]','[+35,+42]','[+45]','[]','[+57,+60,+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]'
22.436943,'[]','[]','[]','[]','[]','[]','[]','[]','[+45]','[45]','[]','[57,60,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.689045,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[57,60,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.815096,'[]','[]','[]','[]','[]','[]','[]','[]','[+40]','[45]','[]','[57,60,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.941145,'[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[45]','[]','[57,60,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.193247,'[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[45]','[]','[57,60,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.445347,'[]','[]','[]','[]','[]','[]','[]','[]','[+45]','[45]','[]','[57,60,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.697449,'[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[45]','[]','[57,60,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.949549,'[]','[]','[]','[]','[]','[]','[]','[]','[+45]','[45]','[]','[57,60,64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.201649,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+44]','[+40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[+56]','[]','[+64,+68,+71]','[]','[]'
24.453749,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[56]','[]','[64,68,71]','[]','[]'
24.705849,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[+54]','[]','[64,68,71]','[]','[]'
24.957949,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[+52]','[]','[64,68,71]','[]','[]'
25.21005,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[+54]','[]','[64,68,71]','[]','[]'
25.46215,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[+54]','[]','[64,68,71]','[]','[]'
25.714252,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[64,68,71]','[]','[]'
25.966352,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[+59]','[]','[64,68,71]','[]','[]'
26.218452,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[+37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[+62]','[]','[+64,+68,+73]','[]','[]'
26.470552,'[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[+61]','[]','[64,68,73]','[]','[]'
26.722652,'[]','[]','[]','[]','[]','[]','[]','[]','[+37,+59]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[+62]','[]','[64,68,73]','[]','[]'
