@RELATION 'Onset events in 1941'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
9.622629,'[+60]','[]','[]','[]','[55,60,64]','[]','[36]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.811308,'[+71]','[]','[]','[]','[+55,+59,+64]','[]','[+40]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.999987,'[+67]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+44]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.188666,'[+71]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.377345,'[+64]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+44]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.566024,'[+71]','[]','[]','[]','[+55,+59,+64]','[]','[+40]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.754703,'[+67]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.943382,'[+71]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.132061,'[+64]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.32074,'[+67]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.509419,'[+71]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.698098,'[+67]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.886777,'[+71]','[]','[]','[]','[55,59,64]','[]','[40]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.075456,'[+60]','[]','[]','[]','[+57,+60,+65]','[]','[+41]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.264135,'[+69]','[]','[]','[]','[57,60,65]','[]','[41]','[]','[+44]','[]','[]','[]','[]','[]','[]','[67]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.452814,'[+60]','[]','[]','[]','[57,60,65]','[]','[41]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.641493,'[+65]','[]','[]','[]','[57,60,65]','[]','[41]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.830172,'[+69]','[]','[]','[]','[57,60,65]','[]','[41]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.018851,'[+60]','[]','[]','[]','[57,60,65]','[]','[41]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.20753,'[+69]','[]','[]','[]','[57,60,65]','[]','[41]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.396209,'[+60]','[]','[]','[]','[57,60,65]','[]','[41]','[]','[+44]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.584888,'[+62]','[]','[]','[]','[+55,+59,+62]','[]','[+43]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.773567,'[+71]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+44]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.962246,'[+62]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.150925,'[+67]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.339604,'[+71]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.528283,'[+62]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+44]','[]','[]','[]','[]','[]','[]','[60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.716962,'[+71]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.905641,'[+62]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+44]','[]','[]','[]','[]','[]','[]','[60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.09432,'[+62]','[]','[]','[]','[+55,+59,+62]','[]','[+43]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.282999,'[+71]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.471678,'[+62]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.660357,'[+67]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.849036,'[+71]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.037716,'[+62]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.226395,'[+71]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.415073,'[+62]','[]','[]','[]','[55,59,62]','[]','[43]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.603752,'[+64]','[]','[]','[]','[+57,+60,+64]','[]','[+45]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.792433,'[+60]','[]','[]','[]','[57,60,64]','[]','[45]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.98111,'[+64]','[]','[]','[]','[57,60,64]','[]','[45]','[]','[+38,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.169788,'[+69]','[]','[]','[]','[57,60,64]','[]','[45]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.358467,'[+60]','[]','[]','[]','[57,60,64]','[]','[45]','[]','[+35,+38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.547148,'[+64]','[]','[]','[]','[57,60,64]','[]','[45]','[]','[+47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.735826,'[+60]','[]','[]','[]','[57,60,64]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.830164,'[60]','[]','[]','[]','[57,60,64]','[]','[45]','[]','[+47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.924503,'[+64]','[]','[]','[]','[57,60,64]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.113184,'[]','[]','[]','[]','[+56,+59,+64]','[]','[+40]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]'
18.49293,'[]','[]','[]','[]','[56,59,64]','[]','[40]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]'
18.872677,'[]','[]','[]','[]','[56,59,64]','[]','[40]','[]','[+59]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]'
19.252424,'[]','[]','[]','[]','[56,59,64]','[]','[40]','[]','[+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]'
19.63217,'[]','[]','[]','[]','[56,59,64]','[]','[40]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]'
20.011915,'[]','[]','[]','[]','[56,59,64]','[]','[40]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]'
20.391665,'[]','[]','[]','[]','[56,59,64]','[]','[40]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]'
20.771408,'[]','[]','[]','[]','[56,59,64]','[]','[40]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]'
21.151155,'[]','[]','[]','[]','[+57,+61,+64]','[]','[+45]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]'
21.530903,'[]','[]','[]','[]','[57,61,64]','[]','[45]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[73]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]'
