@RELATION 'Onset events in 0620'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
2.43902,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
2.682922,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
2.926824,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+38,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.170726,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+36,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.414628,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+36,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.65853,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.902432,'[+62]','[]','[]','[]','[+54,+57,+62]','[]','[]','[]','[+36,+42]','[+38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.146334,'[+66]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.390236,'[+62]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.634138,'[+69]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.87804,'[+62]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+38,+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
5.121942,'[+69]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+36,+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
5.365844,'[+62]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+36,+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
5.609746,'[+69]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
5.853648,'[+71]','[]','[]','[]','[+54,+59,+62]','[]','[]','[]','[+36,+42]','[+47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
6.09755,'[+62]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
6.341452,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
6.585354,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
6.829256,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+38,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.073158,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+36,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.31706,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+36,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.560962,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.804864,'[+69]','[]','[]','[]','[+57,+61,+64]','[]','[]','[]','[+36,+42]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.048766,'[+61]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.292668,'[+69]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.53657,'[+64]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.780472,'[+69]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+38,+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.024374,'[+64]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+36,+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.268276,'[+69]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+36,+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.512178,'[+64]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.75608,'[+66]','[]','[]','[]','[+54,+57,+61]','[]','[]','[]','[+36,+42]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.999982,'[+69]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.243884,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.487786,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.731688,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+38,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.97559,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+36,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.219492,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+36,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.463394,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.707296,'[+64]','[]','[]','[]','[+55,+59,+64]','[]','[]','[]','[+36,+42]','[+40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.951198,'[+67]','[]','[]','[]','[55,59,64]','[]','[]','[]','[+42]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.1951,'[+64]','[]','[]','[]','[55,59,64]','[]','[]','[]','[+42]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.439002,'[+71]','[]','[]','[]','[55,59,64]','[]','[]','[]','[+42]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.682904,'[+64]','[]','[]','[]','[55,59,64]','[]','[]','[]','[+38,+42]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.926806,'[+71]','[]','[]','[]','[55,59,64]','[]','[]','[]','[+36,+42]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.170708,'[+64]','[]','[]','[]','[55,59,64]','[]','[]','[]','[+36,+42]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.41461,'[+71]','[]','[]','[]','[55,59,64]','[]','[]','[]','[+42]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.658512,'[+67]','[]','[]','[]','[+55,+59,+62]','[]','[]','[]','[+36,+42]','[+43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.902414,'[+71]','[]','[]','[]','[55,59,62]','[]','[]','[]','[+42]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.146316,'[+67]','[]','[]','[]','[55,59,62]','[]','[]','[]','[+42]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.390218,'[+62]','[]','[]','[]','[55,59,62]','[]','[]','[]','[+42]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.63412,'[+67]','[]','[]','[]','[55,59,62]','[]','[]','[]','[+38,+42]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.878022,'[+62]','[]','[]','[]','[55,59,62]','[]','[]','[]','[+36,+42]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.121924,'[+67]','[]','[]','[]','[55,59,62]','[]','[]','[]','[+36,+42]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.365826,'[+62]','[]','[]','[]','[55,59,62]','[]','[]','[]','[+42]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.609728,'[+66]','[]','[]','[]','[+54,+57,+61]','[]','[]','[]','[+36,+42]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.85363,'[+69]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.097532,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.341434,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.585337,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+38,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.829239,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+36,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.07314,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+36,+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.317041,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.560944,'[+62]','[]','[]','[]','[+54,+57,+62]','[]','[]','[]','[+36,+42]','[+38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.804846,'[+66]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.048748,'[+62]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.29265,'[+69]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.536552,'[+62]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+38,+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.780455,'[+69]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+36,+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.024357,'[+62]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+36,+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.268257,'[+69]','[]','[]','[]','[54,57,62]','[]','[]','[]','[+42]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.51216,'[+71]','[]','[]','[]','[+54,+59,+62]','[]','[]','[]','[+36,+42]','[+47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.756062,'[+62]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.999964,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.243866,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.487768,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+38,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.73167,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+36,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.975573,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+36,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.219475,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.463375,'[+71]','[]','[]','[]','[+54,+59,+62]','[]','[]','[]','[+36,+42]','[+47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.707277,'[+62]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.95118,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.195082,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.438984,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+38,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.682886,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+36,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.926788,'[+71]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+36,+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.17069,'[+66]','[]','[]','[]','[54,59,62]','[]','[]','[]','[+42]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.414593,'[+69]','[]','[]','[]','[+57,+61,+64]','[]','[]','[]','[+36,+42]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.658495,'[+61]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.902395,'[+69]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.146297,'[+64]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.3902,'[+69]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+38,+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.634102,'[+64]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+36,+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.878004,'[+69]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+36,+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.121906,'[+64]','[]','[]','[]','[57,61,64]','[]','[]','[]','[+42]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.365808,'[+66]','[]','[]','[]','[+54,+57,+61]','[]','[]','[]','[+36,+42]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.60971,'[+69]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.853613,'[+66]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.097513,'[+61]','[]','[]','[]','[54,57,61]','[]','[]','[]','[+42]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
