@RELATION 'Onset events in 1711'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
9.65517,'[53,57,60]','[]','[]','[]','[+65]','[]','[]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.999997,'[53,57,60]','[]','[]','[]','[+69]','[]','[]','[]','[+35,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.344825,'[53,57,60]','[]','[]','[]','[+65]','[]','[]','[]','[+40,+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.689652,'[53,57,60]','[]','[]','[]','[+60]','[]','[]','[]','[+44]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.03448,'[]','[]','[]','[]','[]','[+74]','[]','[]','[+36,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.379307,'[]','[]','[]','[]','[]','[74]','[]','[]','[+36]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.724135,'[]','[]','[]','[]','[]','[74]','[]','[]','[+38,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.068962,'[]','[]','[]','[]','[]','[74]','[]','[]','[+36]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.41379,'[]','[]','[]','[]','[]','[+66]','[]','[]','[+36,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.758617,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.103445,'[]','[]','[]','[]','[]','[]','[]','[]','[+38,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.448272,'[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.7931,'[]','[]','[]','[]','[]','[+68]','[]','[]','[+36,+44]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[+37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.137927,'[]','[]','[]','[]','[]','[68]','[]','[]','[+36]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.482755,'[]','[]','[]','[]','[]','[+66]','[]','[]','[+38,+44]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.827582,'[]','[]','[]','[]','[]','[66]','[]','[]','[+36]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.17241,'[]','[]','[]','[]','[]','[+68]','[]','[]','[+36,+44]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.517237,'[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.862065,'[]','[]','[]','[]','[]','[+73]','[]','[]','[+38,+44]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.206892,'[]','[]','[]','[]','[]','[73]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.55172,'[]','[]','[]','[]','[]','[+74]','[]','[]','[+36,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.896547,'[]','[]','[]','[]','[]','[74]','[]','[]','[+36]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.241377,'[]','[]','[]','[]','[]','[74]','[]','[]','[+38,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.586203,'[]','[]','[]','[]','[]','[74]','[]','[]','[+36]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.93103,'[]','[]','[]','[]','[]','[+66]','[]','[]','[+36,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.275856,'[]','[]','[]','[]','[]','[66]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.620684,'[]','[]','[]','[]','[]','[66]','[]','[]','[+38,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.965511,'[]','[]','[]','[]','[]','[66]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.31034,'[]','[]','[]','[]','[]','[+69]','[]','[]','[+36,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.655169,'[]','[]','[]','[]','[]','[69]','[]','[]','[+36]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.999996,'[]','[]','[]','[]','[]','[69]','[]','[]','[+38,+44]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.344822,'[]','[]','[]','[]','[]','[69]','[]','[]','[+36]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.68965,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+47]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.034475,'[]','[]','[]','[]','[]','[]','[]','[]','[+47]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.379305,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.724133,'[]','[]','[]','[]','[]','[]','[]','[]','[+41]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.06896,'[+57,+60,+65]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+41]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.241371,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.32758,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[36,+37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.413788,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.5862,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.758614,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
22.931028,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[62]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.10344,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+37,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[+67]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.275854,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[67]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.448269,'[+58,+62,+65]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+46]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.62068,'[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[46]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.706888,'[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[36,+37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[46]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.793097,'[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[46]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.965508,'[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[46]','[60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.137922,'[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[46]','[+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.310335,'[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[46]','[+67]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.482748,'[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[+37,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[46]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.655163,'[58,62,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[46]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.827576,'[+55,+58,+62]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+43]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.999989,'[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[69]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.086197,'[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[36,+37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[69]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.172403,'[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.344816,'[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.51723,'[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.689644,'[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.862057,'[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[+37,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.03447,'[55,58,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[64]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.206884,'[+57,+60,+65]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+41]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.379295,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[65]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.465504,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[36,+37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[65]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.551712,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[65]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.724125,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[65]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.896538,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.068953,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.241364,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+37,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.413778,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.586191,'[+57,+60,+65]','[]','[]','[]','[]','[]','[]','[]','[+36,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+41]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.758604,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.844812,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[36,+37]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.93102,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
28.103432,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[60]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
28.275846,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
28.44826,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[62]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
28.620672,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[+37,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[+67]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
28.793085,'[57,60,65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[41]','[67]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
28.9655,'[+58,+62,+65]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+46]','[+69]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
