@RELATION 'Onset events in 2841'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
1.875,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+40,+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]'
2.0625,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+36]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
2.25,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]'
2.4375,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[75]','[]','[]','[]','[]','[]','[]','[]'
2.625,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+40,+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
2.8125,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+36]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[73]','[]','[]','[]','[]','[]','[]','[]'
3.0,'[+53,+56,+60]','[]','[]','[]','[]','[]','[+41]','[]','[+36,+42]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
3.1875,'[53,56,60]','[]','[]','[]','[]','[]','[41]','[]','[+36]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
3.375,'[53,56,60]','[]','[]','[]','[]','[]','[41]','[]','[+40,+42]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.5625,'[53,56,60]','[]','[]','[]','[]','[]','[41]','[]','[+36]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.75,'[53,56,60]','[]','[]','[]','[]','[]','[41]','[]','[+42]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
3.9375,'[53,56,60]','[]','[]','[]','[]','[]','[41]','[]','[]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
4.125,'[53,56,60]','[]','[]','[]','[]','[]','[41]','[]','[+40,+42]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
4.3125,'[53,56,60]','[]','[]','[]','[]','[]','[41]','[]','[+36]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]'
4.5,'[+56,+60,+63]','[]','[]','[]','[]','[]','[+44]','[]','[+36,+42]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
4.6875,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+36]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[73]','[]','[]','[]','[]','[]','[]','[]'
4.875,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+40,+42]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]'
5.0625,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+36]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
5.25,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+42]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+77]','[]','[]','[]','[]','[]','[]','[]'
5.4375,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[77]','[]','[]','[]','[]','[]','[]','[]'
5.625,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+40,+42]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
5.8125,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+36]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
6.0,'[+53,+58,+61]','[]','[]','[]','[]','[]','[+46]','[]','[+36,+42]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
6.1875,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
6.375,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+40,+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]'
6.5625,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[70]','[]','[]','[]','[]','[]','[]','[]'
6.75,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]'
6.9375,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[75]','[]','[]','[]','[]','[]','[]','[]'
7.125,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+40,+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
7.3125,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.5,'[+51,+54,+58]','[]','[]','[]','[]','[]','[+39]','[]','[+36,+42]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
7.6875,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+36]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
7.875,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+40,+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.0625,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+36]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.25,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
8.4375,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
8.625,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+40,+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
8.8125,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+36]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]'
9.0,'[+53,+58,+61]','[]','[]','[]','[]','[]','[+46]','[]','[+36,+42]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
9.1875,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[73]','[]','[]','[]','[]','[]','[]','[]'
9.375,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+40,+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]'
9.5625,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
9.75,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+77]','[]','[]','[]','[]','[]','[]','[]'
9.9375,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.125,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+40,+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
10.3125,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
10.5,'[+56,+60,+63]','[]','[]','[]','[]','[]','[+44]','[]','[+36,+42]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
10.6875,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+36]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
10.875,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+40,+42]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]'
11.0625,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+36]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[70]','[]','[]','[]','[]','[]','[]','[]'
11.25,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+42]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]'
11.4375,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+72]','[]','[]','[]','[]','[]','[]','[]'
11.625,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+40,+42]','[]','[]','[]','[]','[+60]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]'
11.8125,'[56,60,63]','[]','[]','[]','[]','[]','[44]','[]','[+36]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[75]','[]','[]','[]','[]','[]','[]','[]'
12.0,'[+53,+56,+61]','[]','[]','[]','[]','[]','[+37]','[]','[+36,+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]'
12.1875,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+36]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+72]','[]','[]','[]','[]','[]','[]','[]'
12.375,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+40,+42]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
12.5625,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+36]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+77]','[]','[]','[]','[]','[]','[]','[]'
12.75,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+42]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
12.9375,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
13.125,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+40,+42]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
13.3125,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+36]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]'
13.5,'[+53,+58,+61]','[]','[]','[]','[]','[]','[+46]','[]','[+36,+42]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+77]','[]','[]','[]','[]','[]','[]','[]'
13.6875,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+77]','[]','[]','[]','[]','[]','[]','[]'
13.875,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+40,+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+77]','[]','[]','[]','[]','[]','[]','[]'
14.0625,'[53,58,61]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[77]','[]','[]','[]','[]','[]','[]','[]'
14.25,'[+53,+56,+61]','[]','[]','[]','[]','[]','[+37]','[]','[+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]'
14.4375,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]'
14.625,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+40,+42]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+77]','[]','[]','[]','[]','[]','[]','[]'
14.8125,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+36]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+77]','[]','[]','[]','[]','[]','[]','[]'
15.0,'[+51,+54,+58]','[]','[]','[]','[]','[]','[+39]','[]','[+36,+42]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
15.1875,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+36]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]'
15.375,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+40,+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
15.5625,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+36]','[]','[]','[]','[]','[+63]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[73]','[]','[]','[]','[]','[]','[]','[]'
15.75,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]'
15.9375,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]'
16.125,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+40,+42]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]'
16.3125,'[51,54,58]','[]','[]','[]','[]','[]','[39]','[]','[+36]','[]','[]','[]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.5,'[+53,+56,+61]','[]','[]','[]','[]','[]','[+37]','[]','[+36,+42]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+72]','[]','[]','[]','[]','[]','[]','[]'
16.6875,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+36]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.875,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+40,+42]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.0625,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+36]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.25,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+42]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.4375,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.625,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+40,+42]','[]','[]','[]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
17.8125,'[53,56,61]','[]','[]','[]','[]','[]','[37]','[]','[+36]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.0,'[]','[]','[]','[]','[]','[+68]','[+42]','[]','[+36,+51]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.1875,'[]','[]','[]','[]','[]','[+66]','[42]','[]','[+36]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.375,'[]','[]','[]','[]','[]','[+63]','[42]','[]','[+40,+51]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.5625,'[]','[]','[]','[]','[]','[+68]','[42]','[]','[+36]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.75,'[]','[]','[]','[]','[]','[+66]','[42]','[]','[+51]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
18.9375,'[]','[]','[]','[]','[]','[+68]','[42]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.125,'[]','[]','[]','[]','[]','[+66]','[42]','[]','[+40,+51]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.3125,'[]','[]','[]','[]','[]','[+65]','[42]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.5,'[]','[]','[]','[]','[]','[+61]','[+46]','[]','[+36,+51]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.6875,'[]','[]','[]','[]','[]','[+63]','[46]','[]','[+36]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
19.875,'[]','[]','[]','[]','[]','[+61]','[46]','[]','[+40,+51]','[]','[+70]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.0625,'[]','[]','[]','[]','[]','[]','[46]','[]','[+36]','[]','[+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.25,'[]','[]','[]','[]','[]','[+68]','[46]','[]','[+51]','[]','[+65]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
