@RELATION 'Onset events in 2602'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
2.479335,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
2.727268,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[74]','[]','[]','[]'
2.975202,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+52,+55,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
3.223135,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,55,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
3.471069,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[52,55,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.719002,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,55,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
3.966936,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+54,+59,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.214869,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
4.462803,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.710736,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.95867,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
5.206603,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
5.454537,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
5.70247,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
5.950404,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+54,+57,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
6.198337,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
6.446271,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
6.694204,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
6.942138,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.190071,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.438005,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.685938,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]'
7.933872,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+52,+57,+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]'
8.181805,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.429739,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
8.677672,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]'
8.925606,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
9.173539,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+76]','[]','[]','[]'
9.421473,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+67]','[]','[]','[]'
9.669406,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.91734,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+54,+59,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]'
10.165273,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[71]','[]','[]','[]'
10.413207,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[71]','[]','[]','[]'
10.66114,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[71]','[]','[]','[]'
10.909074,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.157007,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.404941,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.652874,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.900808,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[+64,+69,+73]','[]','[]'
12.148741,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
12.396675,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[64,69,73]','[]','[]'
12.644608,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[64,69,73]','[]','[]'
12.892542,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[64,69,73]','[]','[]'
13.140475,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[64,69,73]','[]','[]'
13.388409,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[64,69,73]','[]','[]'
13.636342,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[64,69,73]','[]','[]'
13.884276,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[+38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[+66,+69,+74]','[]','[]'
14.132209,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[66,69,74]','[]','[]'
14.380143,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[66,69,74]','[]','[]'
14.628076,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[66,69,74]','[]','[]'
14.87601,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[+43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[+67,+71,+74]','[]','[]'
15.123943,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[67,71,74]','[]','[]'
15.371877,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[67,71,74]','[]','[]'
15.61981,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[67,71,74]','[]','[]'
15.867744,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[+45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[+64,+69,+73]','[]','[]'
16.115677,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[64,69,73]','[]','[]'
16.363611,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[64,69,73]','[]','[]'
16.611544,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[64,69,73]','[]','[]'
16.859478,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[64,69,73]','[]','[]'
17.107412,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[64,69,73]','[]','[]'
17.355345,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[64,69,73]','[]','[]'
17.603277,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[64,69,73]','[]','[]'
17.851212,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[+47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[+66,+71,+74]','[]','[]'
18.842945,'[]','[]','[]','[]','[]','[]','[]','[]','[]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[66,71,74]','[]','[]'
19.83468,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+51]','[]','[+52,+57,+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
20.082611,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
20.330547,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
20.57848,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
20.826414,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.074348,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
21.32228,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.570213,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
21.818148,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+55,+59,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
22.06608,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[73]','[]','[]','[]'
22.314016,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
22.561949,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[55,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[74]','[]','[]','[]'
22.809881,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+52,+55,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
23.057816,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,55,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
23.305748,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[52,55,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
23.553682,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,55,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
23.801617,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+54,+59,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.049547,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
24.297483,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.545416,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
24.79335,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
25.041285,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
25.289215,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
25.53715,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,59,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
25.785084,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+54,+57,+62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
26.033016,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
26.280952,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
26.528885,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]'
26.776817,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.024752,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.272684,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+40,+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
27.520618,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[54,57,62]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]'
27.768553,'[]','[]','[]','[]','[]','[]','[]','[]','[+36,+42]','[]','[+52,+57,+61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]'
28.016483,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
28.26442,'[]','[]','[]','[]','[]','[]','[]','[]','[+40,+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]'
28.512352,'[]','[]','[]','[]','[]','[]','[]','[]','[+42]','[]','[52,57,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]'
